,offer_id,product_id,category,cents_required,allows_multitransaction,start_date,end_date,duration,brands
18611,01G5Q6ZJHHWYV8AAQWB77X6BG7,16113820102312270572,HOUSEHOLD,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,3447117117351085285
16218,01G5PWD1B0124QR8E3XW9Z4ZAK,17420241746384777168,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
21958,01G5S2SD5KHGT1K5XVPRMHENNB,6064750625405988484,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
37524,01GART7SYMZTH435MQ3X7T44K2,5553385638578158988,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,3447117117351085285
19983,01G5QCQKPEQN35YWMG2TDWR4RX,17088599340439712243,HOUSEHOLD,2000.0,True,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,62,11021339065701790727
46527,01G54R522KP6C8N7PRHESNNNM2,9227371267648753923,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,16209527524158134138
42833,01G52RDSM9DMX24YH71ZY53TEF,7991159773035359499,PERSONAL_CARE,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13774051611309538603
23832,01G5S5JTN7GX0WADRJK1DXMZK1,16364482014412444467,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
35850,01GAPX6RJE80ZY4Z87WGXKSDEC,6377028590512098483,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
20767,01G5S24SGT99DB9XTH9T063QYM,14002634676610051886,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,40,13388685157089796813
37072,01GAPZ2K1K3QNA9FWX1N9N03SH,14878175697065674163,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
21553,01G5S2SD5KHGT1K5XVPRMHENNB,5246961296994748611,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
43566,01G52RZR25VB5WAP7JHPKNZNBC,15017983052669578296,PERSONAL_CARE,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13774051611309538603
47301,01G5EN32KSEQMSDQFKVDXJJAH3,5019236929012795863,HOUSEHOLD,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,11548329967324919662
5074,01G7W495NECERZZGHSNGHDB62S,2956014128501347315,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
33759,01GAPAMA1DZGADHCR438PXWQSB,9726994396020973484,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
32696,01GAP9YGGRQCX7JVZPE73T595T,15647684015645661862,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
26564,01GA9BQM6ND8F98BZJXV0WWZ4K,13364050292538529808,PERSONAL_CARE,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,31,1279604269096745345
29794,01GAP4SPAR80VPTB459X1677C4,11940120928655785945,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
41061,01GAS5A9Q15JJXNYC0A3QSD328,11153591523426214693,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,3447117117351085285
33553,01GAPAMA1DZGADHCR438PXWQSB,12174889896578125366,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
36637,01GAPY4KR3EBNBN0419PE1CPYD,9466259860935270255,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,40,13388685157089796813
1660,01G7D0X0T8ZR6JKZEA4PMZX5A4,13154135452126653764,HOUSEHOLD,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,3447117117351085285
30490,01GAP4SPAR80VPTB459X1677C4,3548918167609001555,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
6994,01G7W5TD65VZXFNBG3QF018PY7,5054051627960517263,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
22861,01G5S56GABX4HRVW6G3ERPJBDY,6224443215788351102,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
6609,01G7W5TD65VZXFNBG3QF018PY7,14423400742675246514,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
16333,01G5PWD1B0124QR8E3XW9Z4ZAK,9464143950153912069,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
45443,01G52TD1K8595ZHFWSTZKGKVMD,14581977295136274647,PERSONAL_CARE,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,1279604269096745345
27129,01GAHAEN02XXQABEXHER1YPBJW,9023273368163599908,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,16209527524158134138
46557,01G54R522KP6C8N7PRHESNNNM2,7136613084803751592,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,16209527524158134138
32521,01GAP9YGGRQCX7JVZPE73T595T,9332993783814120154,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
32316,01GAP9YGGRQCX7JVZPE73T595T,1722932413974263811,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
22891,01G5S56GABX4HRVW6G3ERPJBDY,12261780196509040786,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
42389,01G52R794TQ4903FMBZJSKTBTP,12026938377611210699,PERSONAL_CARE,2000.0,True,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13774051611309538603
28044,01GAKWG9GEBSE1BB2Y6CE49FJB,8697101379539573287,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,11021339065701790727
12745,01G5EYJZCDTXN8C5J4MAEK3X5A,10707948597501419881,HOUSEHOLD,,True,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,62,11021339065701790727
16933,01G5PWHCYQ7K8A319ABMD4Q8JY,6262136378502755496,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
36061,01GAPX6RJE80ZY4Z87WGXKSDEC,10168982036313865859,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
38516,01GARZ23W1DQAYVPJGZNX6WPM5,2391859129698622588,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
38566,01GARZ23W1DQAYVPJGZNX6WPM5,7507844240227407424,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
47359,01G5EN32KSEQMSDQFKVDXJJAH3,8590526544626467875,HOUSEHOLD,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,11548329967324919662
11907,01G5EPJCAZKKJJYRNMCHE40894,10722121639426328409,HOUSEHOLD,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,11548329967324919662
30716,01GAP87DXVP527JNEGTSJ0FBX3,17035565322375958268,BABY,6000.0,True,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
46916,01G5EMZP9YTZXG77J15RT1B6SB,9268705311322753698,HOUSEHOLD,3000.0,True,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,62,11548329967324919662
25624,01GA6N52A0PD6Z6ZJ00YZV8JZ5,1843457629167878120,PERSONAL_CARE,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,60,13774051611309538603
24641,01G8XNNPK87SPAHQVMVJPV4X7E,1753458433969131607,PERSONAL_CARE,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,1279604269096745345
18717,01G5Q77KWDSRP2MGBV4NENSP3T,11430635151583735187,HOUSEHOLD,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,3447117117351085285
20383,01G5S24SGT99DB9XTH9T063QYM,14434500190297677530,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,40,13388685157089796813
27575,01GAHDXS0424R8WYGPTVHCM6M1,11942640436391366994,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,16209527524158134138
42596,01G52R794TQ4903FMBZJSKTBTP,16851097742918457806,PERSONAL_CARE,2000.0,True,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13774051611309538603
48316,01G5EPF91WCK91YJC7YDGY4961,12821895821888647308,HOUSEHOLD,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,11548329967324919662
24998,01G8XNNPK87SPAHQVMVJPV4X7E,1781262277320746847,PERSONAL_CARE,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,1279604269096745345
21843,01G5S2SD5KHGT1K5XVPRMHENNB,302442333548801592,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
39060,01GARZFMVE1AA9W6TD18RFPW8S,2918572772444388216,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
9248,01G7WEN7S5Y73RWBAKYP8VNK2B,1609115914419393255,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,16209527524158134138
2752,01G7D4PNYVFFP2H1X2ST5HGRV4,10185048848306921648,HOUSEHOLD,500.0,True,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,11021339065701790727
9446,01G7WF93QERFZQGY18C7BVNBK6,10119721127622616456,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,16209527524158134138
45959,01G54M5YD95F4QRDWNQTM88SAK,8649237451585519291,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,16209527524158134138
38360,01GARZ23W1DQAYVPJGZNX6WPM5,15834103529837312275,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
46671,01G5EMZP9YTZXG77J15RT1B6SB,7167944391039179508,HOUSEHOLD,3000.0,True,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,62,11548329967324919662
12088,01G5EPJCAZKKJJYRNMCHE40894,7690687271820270024,HOUSEHOLD,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,11548329967324919662
20745,01G5S24SGT99DB9XTH9T063QYM,17144164619580146889,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,40,13388685157089796813
11336,01G7WJ9RW2XERQS35Q8AH71AQM,10369640712463944143,PERSONAL_CARE,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,6966397462150644289
35706,01GAPWSEHKKMYW7P7ZTFEDW59A,6854427638530697629,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
38387,01GARZ23W1DQAYVPJGZNX6WPM5,11640493146682026783,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
28558,01GANZX03XW6EZY7Y2J5D147MJ,7642560177148906285,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,11548329967324919662
34894,01GAPHKJSDVHGXHZ8FBC2G4SVA,8162385626445193052,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,11548329967324919662
6036,01G7W500N37XFZ30X0E5HQ2JV9,5312010624873041215,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
6302,01G7W500N37XFZ30X0E5HQ2JV9,14848470120892141886,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
2902,01G7D37SGZGFTFQVHD4SJZC0Z0,11557243360519090774,HOUSEHOLD,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,11021339065701790727
13764,01G5PVXWZ4GZ5CX8XD6A24DMVP,5405058661763654342,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
727,01G7CQ6SXJR4AH35HPA7TE0VYA,17783866118498923330,HOUSEHOLD,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,11548329967324919662
9761,01G7WG25S0Y0F9ZTDBAC8JRJDY,4254087021124860334,PERSONAL_CARE,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,60,13774051611309538603
45606,01G52THQVV26AR6HJ7XZT1DFX8,9146797286237055524,PERSONAL_CARE,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,1279604269096745345
46062,01G54M5YD95F4QRDWNQTM88SAK,14848721245029098164,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,16209527524158134138
39147,01GARZFMVE1AA9W6TD18RFPW8S,16454140063094357626,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
37246,01GAPZ2K1K3QNA9FWX1N9N03SH,14671183973068146195,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
40338,01GAS1FN9RMNJMJ621FWYVY5HM,6262136378502755496,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
34606,01GAPFXB54F58HWJ6MY4RD0YN9,8870853937248091153,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,11548329967324919662
8706,01G7WC4W8P6PXNZBZMRTXJR2H7,4524248924582154443,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
808,01G7CQ6SXJR4AH35HPA7TE0VYA,3546942069446950296,HOUSEHOLD,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,11548329967324919662
20542,01G5S24SGT99DB9XTH9T063QYM,13181362432898485529,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,40,13388685157089796813
36933,01GAPZ2K1K3QNA9FWX1N9N03SH,13436095353272403589,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
29460,01GAP0F3SX6Y3D0QKASDV66811,2603181024354984047,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,11548329967324919662
45646,01G52THQVV26AR6HJ7XZT1DFX8,13305660990325558220,PERSONAL_CARE,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,1279604269096745345
11333,01G7WJ9RW2XERQS35Q8AH71AQM,16990180369747589314,PERSONAL_CARE,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,6966397462150644289
26514,01GA9E6QFK6264EF5T1TVPH2VD,8706565036900657179,PERSONAL_CARE,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1279604269096745345
33381,01GAPAMA1DZGADHCR438PXWQSB,5750939916540069436,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
10542,01G7WH06537QAZM4T1DXAYKV0M,2849002730184991754,PERSONAL_CARE,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13774051611309538603
41374,01G52Q8XSRZTAYFYFPVE7XBP0Z,12592011540076342587,PERSONAL_CARE,3000.0,True,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,6966397462150644289
5463,01G7W4GJD20PRHQE66HFBVEXZ2,4441272638057813896,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,40,13388685157089796813
15926,01G5PWD1B0124QR8E3XW9Z4ZAK,2490417136091338412,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
27452,01GAHCYYR8VR7KC4R03SZS2Y7E,2847722541971253929,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,16209527524158134138
29913,01GAP4SPAR80VPTB459X1677C4,13849023103145202197,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
16887,01G5PWHCYQ7K8A319ABMD4Q8JY,13347959981070708283,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
5173,01G7W4DTMJF2ZMP66ZQMXF36GW,9273546919894181671,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,40,13388685157089796813
36267,01GAPXGW0FBRS7556353TGX5M2,15059108604602544565,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,40,13388685157089796813
22282,01G5S3EGT5CVK1CPPYCE9J2ECW,10280060809500748015,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
6993,01G7W5TD65VZXFNBG3QF018PY7,16805461572565169842,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
16105,01G5PWD1B0124QR8E3XW9Z4ZAK,4725421419798275917,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
1704,01G7D27XZRNKDHQPM0MPM2TW5N,1065877035507096814,HOUSEHOLD,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,3447117117351085285
38305,01GARZ23W1DQAYVPJGZNX6WPM5,10643241604953391369,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
21841,01G5S2SD5KHGT1K5XVPRMHENNB,10591627672065890195,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
35746,01GAPX6RJE80ZY4Z87WGXKSDEC,617511117106963541,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
20684,01G5S24SGT99DB9XTH9T063QYM,6613131674879248365,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,40,13388685157089796813
32507,01GAP9YGGRQCX7JVZPE73T595T,11780104925622390080,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
35973,01GAPX6RJE80ZY4Z87WGXKSDEC,6146159859999245031,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
8834,01G7WCJGX8ZVWAJ5P7QSJS556Z,5581460277009357863,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,16209527524158134138
32024,01GAP9YGGRQCX7JVZPE73T595T,4193308485963371180,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
22918,01G5S56GABX4HRVW6G3ERPJBDY,15419558279953788564,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
